 ,Area
1,174.615
2,170.458
3,139.692
4,151.749
5,152.996
6,142.602
7,140.108
8,155.906
9,182.099
10,177.525
11,188.751
12,160.895
13,199.560
14,161.727
15,196.234
16,164.637
17,134.703
18,118.073
19,150.917
20,136.366
21,214.527
22,293.935
23,253.192
24,190.829
25,118.905
26,156.738
27,134.703
28,179.604
29,133.456
30,158.401
31,178.357
32,169.210
33,144.265
34,142.602
35,125.972
36,129.298
37,141.771
38,134.703
39,134.287
40,78.161
41,239.056
42,93.128
43,171.289
44,200.392
45,138.861
46,275.642
47,158.401
48,111.837
49,242.798
50,120.152
51,234.483
52,135.119
53,227.415
54,158.817
55,133.456
56,123.894
57,98.533
58,138.029
59,114.747
60,119.736
61,120.983
62,108.095
63,104.769
64,125.141
65,135.535
66,153.412
67,165.469
68,160.064
69,107.264
70,126.388
71,158.401
