 ,Area
1,191.245
2,151.333
3,157.569
4,134.287
5,175.447
6,183.346
7,97.701
8,135.950
9,226.584
10,94.375
11,310.150
12,141.355
13,207.044
14,76.914
15,187.503
16,119.736
17,162.143
18,113.500
19,134.703
20,134.287
21,136.366
22,145.097
23,90.218
24,99.780
25,152.996
26,110.174
27,229.494
28,114.331
29,126.804
30,98.117
31,136.366
32,158.817
33,126.388
34,206.212
35,114.747
36,101.027
37,133.456
38,147.176
39,116.826
40,142.602
41,211.201
42,92.712
43,98.533
44,90.634
45,166.300
46,196.650
47,106.848
48,99.780
49,193.324
50,103.522
51,167.963
52,178.357
53,98.949
54,108.095
55,134.703
56,144.265
57,186.672
58,96.454
59,232.404
60,147.176
61,125.557
62,114.747
63,134.703
64,149.254
65,115.579
66,115.579
67,178.357
68,157.569
69,145.928
70,180.851
71,85.229
72,158.817
73,92.297
74,133.040
75,119.736
76,242.382
77,159.232
78,148.839
79,134.703
80,191.245
81,117.242
82,99.364
83,114.747
84,142.602
85,111.837
86,128.051
87,126.388
88,135.535
89,195.818
90,156.738
91,160.064
92,159.648
93,129.714
94,118.073
95,139.276
96,224.089
97,136.782
98,142.602
99,145.513
100,201.223
101,113.084
102,124.309
103,222.011
104,128.883
105,119.736
106,163.806
107,198.313
108,60.700
109,145.513
110,103.106
111,80.656
112,182.099
113,122.231
114,207.044
115,106.848
116,179.604
117,150.917
118,129.714
119,145.513
120,180.020
121,96.038
122,156.322
123,120.568
124,136.366
125,110.174
126,131.377
127,190.414
128,106.848
129,231.573
130,138.861
131,164.637
132,128.883
133,146.344
134,328.443
135,109.758
136,150.502
137,162.974
138,180.020
139,182.514
140,140.524
141,137.613
142,112.668
143,186.256
144,108.095
145,115.994
146,152.165
147,229.078
148,135.535
149,101.859
150,277.305
151,103.938
152,202.470
153,173.368
154,302.666
155,103.522
156,145.928
157,134.287
158,194.571
159,165.469
160,260.260
161,128.883
162,157.154
163,125.972
164,286.868
165,138.861
166,160.895
167,66.936
168,131.793
169,214.111
170,202.055
171,138.445
172,153.412
173,130.546
174,135.535
175,141.771
176,177.110
177,123.062
178,182.930
179,135.119
180,136.366
181,155.075
182,148.423
