 ,Area
1,25.361
2,28.271
3,30.350
4,30.766
5,51.137
6,25.777
7,44.901
8,31.181
9,39.496
10,83.982
11,181.267
12,31.597
13,38.249
14,80.240
15,26.192
16,25.777
17,29.518
18,27.440
19,31.181
20,29.103
21,32.013
22,28.271
23,51.553
24,27.855
25,28.271
26,27.024
27,26.608
28,29.934
29,40.744
30,30.350
31,33.676
32,28.271
33,30.766
34,25.361
35,28.687
36,32.429
37,46.148
38,25.361
39,27.855
40,32.013
41,33.676
42,32.429
43,28.687
44,35.339
45,38.249
46,27.024
47,31.181
48,25.777
49,26.608
50,35.755
51,44.070
52,33.676
53,27.024
54,27.024
55,36.170
56,34.092
57,37.418
58,30.766
59,27.024
60,27.855
61,25.777
62,27.024
63,29.518
64,38.665
65,32.429
66,50.722
67,32.013
68,26.608
69,28.687
70,27.024
71,46.148
72,39.496
73,30.350
74,44.901
75,34.507
76,31.181
77,27.440
78,28.687
79,29.518
80,27.440
81,25.777
82,33.676
83,46.564
84,29.103
85,32.844
86,37.833
87,27.855
88,30.350
89,26.608
90,32.844
91,59.868
92,30.350
93,29.518
94,25.777
95,25.777
96,73.172
97,28.271
98,27.440
99,28.687
100,25.777
101,33.676
