 ,Area
1,76.498
2,68.599
3,93.544
4,100.196
5,110.174
6,85.645
7,154.243
8,74.835
9,64.857
10,88.139
11,175.862
12,135.119
13,91.465
14,93.128
15,94.375
16,88.555
17,119.320
18,92.712
19,69.015
20,76.914
21,81.903
22,83.982
23,91.049
24,169.210
25,198.729
26,88.971
27,76.914
28,101.443
29,113.500
30,61.115
31,123.478
32,77.330
33,133.872
34,94.375
35,168.795
36,114.331
37,114.331
38,125.972
39,159.648
40,86.060
41,76.498
42,193.740
43,77.745
44,77.745
45,103.106
46,131.793
47,62.363
48,65.689
49,79.824
50,169.210
51,86.060
52,105.601
53,67.352
54,119.736
