 ,Area
1,115.579
2,143.018
3,97.701
4,127.635
5,120.152
6,101.443
7,123.894
8,110.174
9,103.938
10,262.754
11,108.095
12,152.580
13,95.623
14,81.903
15,148.423
16,99.780
17,86.060
18,164.221
19,118.489
20,107.679
21,117.242
22,106.848
23,157.569
24,92.297
25,140.524
26,132.209
27,77.745
28,110.590
29,166.716
30,145.097
31,150.917
32,96.038
33,122.646
34,76.914
35,172.536
36,92.712
37,92.297
38,88.139
39,147.591
40,193.324
41,129.298
42,67.767
43,111.421
44,182.099
45,93.544
46,114.331
47,83.566
48,84.813
49,104.353
50,157.569
51,165.884
52,143.850
53,144.265
54,114.747
55,136.366
