 ,Area
1,57.789
2,83.982
3,53.632
4,34.923
5,53.216
6,66.520
7,88.555
8,55.711
9,59.037
10,119.320
11,47.811
12,60.700
13,104.353
14,60.700
15,47.811
16,27.440
17,80.240
18,115.994
19,72.341
20,32.429
21,45.317
22,67.767
23,93.960
24,60.700
25,51.969
26,37.418
27,54.048
28,104.353
29,84.813
30,59.868
31,64.857
32,54.048
33,78.161
34,29.934
35,54.463
36,54.048
37,44.485
38,45.733
39,81.903
40,46.980
41,50.306
42,67.352
43,122.646
44,67.352
45,90.634
46,25.361
47,66.520
48,85.645
49,99.364
50,101.027
51,44.070
52,26.608
53,25.777
54,51.553
55,71.509
56,70.262
57,61.115
58,56.126
59,41.991
60,91.049
61,56.958
62,38.249
63,129.298
64,54.463
65,29.518
66,84.397
67,70.678
68,83.982
69,30.350
70,73.588
71,68.183
