 ,Area
1,26.192
2,62.363
3,60.284
4,68.599
5,61.115
6,71.509
7,52.800
8,89.386
9,56.542
10,79.824
11,54.463
12,41.159
13,71.925
14,98.533
15,60.284
16,62.363
17,66.520
18,71.093
19,105.601
20,49.474
21,55.711
22,52.385
23,39.496
24,129.298
25,71.093
26,53.216
27,52.385
28,63.610
29,67.767
30,104.769
31,86.892
32,57.789
33,34.092
34,50.722
35,93.544
36,41.575
37,88.555
38,54.048
39,58.205
40,82.734
41,52.385
42,75.251
43,35.339
44,108.511
45,50.722
46,47.396
47,91.049
48,47.396
49,107.264
50,64.857
51,48.227
52,78.993
53,93.544
54,51.137
55,51.553
56,56.958
57,44.901
58,40.744
59,65.689
60,75.251
61,47.396
62,57.789
63,86.060
64,27.440
65,63.194
66,54.048
