 ,Area
1,119.736
2,66.520
3,92.297
4,68.183
5,285.620
6,203.718
7,137.198
8,102.275
9,120.152
10,147.176
11,128.051
12,125.141
13,117.657
14,106.432
15,123.478
16,70.262
