 ,Area
1,120.568
2,168.379
3,208.707
4,124.309
5,177.941
6,192.492
7,160.480
8,136.782
9,263.586
10,142.602
11,210.370
12,112.253
13,90.634
14,86.060
15,179.188
16,174.199
17,154.243
18,93.960
19,125.972
20,178.773
21,73.588
22,168.379
23,109.342
24,151.333
25,181.267
26,154.659
27,85.645
28,121.815
