 ,Area
1,172.952
2,101.027
3,144.681
4,118.489
5,97.701
6,113.500
7,231.573
8,150.086
9,69.846
10,91.049
11,94.791
12,90.218
13,120.983
14,101.443
15,109.342
16,115.579
17,332.600
18,104.353
19,99.780
20,117.657
21,130.961
22,172.952
23,122.646
24,110.590
25,145.097
26,93.544
27,94.791
28,103.106
29,135.535
30,135.535
31,242.382
32,116.410
33,118.489
34,79.824
35,125.141
36,226.168
37,103.106
38,87.723
39,195.403
40,104.769
41,99.780
42,92.712
43,111.837
44,71.925
45,142.602
46,134.703
47,80.240
48,65.689
49,130.961
50,64.857
51,174.615
52,114.331
53,140.108
54,82.319
55,98.949
56,86.060
57,97.286
58,103.106
