 ,Area
1,27.440
2,51.553
3,36.170
4,37.833
5,43.238
6,45.317
7,39.081
8,33.676
9,51.553
10,34.092
11,31.597
12,60.700
13,44.485
14,53.632
15,38.665
16,32.013
17,51.969
18,35.755
19,52.800
20,39.496
21,25.777
22,32.844
23,48.643
24,32.844
25,34.507
26,53.632
27,45.317
28,43.238
29,28.687
30,37.418
31,38.249
32,38.665
33,39.912
34,39.081
35,44.070
36,29.518
37,50.722
38,28.687
39,38.665
40,35.755
41,46.148
42,25.777
43,33.260
44,29.518
45,50.306
46,31.597
47,32.844
48,41.159
49,36.170
50,29.934
51,35.755
52,30.766
53,31.597
54,30.350
55,28.687
56,41.159
57,27.024
58,42.407
59,64.857
60,27.024
61,41.575
62,49.059
63,32.429
64,31.181
65,27.024
66,41.991
67,29.934
68,25.777
69,45.733
70,50.722
71,32.013
72,47.811
73,37.418
74,48.643
75,38.249
76,35.755
77,40.744
78,27.024
79,35.755
80,44.485
81,45.317
82,45.317
83,31.181
84,65.273
85,32.429
86,42.407
87,40.328
88,34.507
89,36.586
90,28.687
91,51.553
92,27.024
93,36.586
94,32.013
95,41.991
96,35.755
97,25.361
98,37.833
99,46.980
100,37.833
101,26.192
102,40.328
103,28.687
104,36.586
105,41.575
106,27.024
107,32.844
108,47.811
109,78.577
110,27.440
111,32.844
112,27.440
113,29.518
114,31.181
115,27.440
116,29.103
117,41.991
118,25.777
119,30.350
120,25.361
121,39.912
122,51.137
123,30.766
124,27.024
125,29.103
126,36.586
127,29.518
128,31.181
129,37.418
130,51.969
131,26.192
132,33.260
133,71.509
134,34.092
135,29.934
136,28.271
137,47.396
138,26.608
139,32.429
140,49.890
141,33.676
142,28.271
143,41.575
144,42.822
145,38.249
146,55.295
147,42.407
148,29.934
149,32.429
150,29.103
151,31.597
152,53.216
153,30.766
154,50.722
155,40.328
156,45.317
157,35.339
158,44.485
159,44.901
160,53.632
161,31.181
162,27.440
163,39.912
164,39.081
165,43.238
166,28.271
167,49.059
168,44.485
169,35.339
170,36.170
171,39.912
172,41.575
173,41.159
174,33.260
175,26.192
176,37.002
177,51.969
178,46.564
179,28.687
180,44.901
181,32.844
182,40.744
183,43.238
184,32.844
185,39.912
186,43.238
187,39.912
188,45.317
189,34.092
190,40.328
191,28.271
192,31.181
193,28.687
194,49.474
195,41.991
196,34.507
197,43.654
198,33.260
199,27.855
200,53.632
201,43.238
202,27.024
203,35.755
204,34.923
205,41.575
206,29.518
207,31.597
208,61.531
209,52.800
210,37.002
211,46.980
212,39.496
213,44.485
214,36.586
215,32.844
216,46.980
217,32.429
218,50.306
219,39.496
220,43.654
221,43.238
222,30.766
223,28.687
224,37.002
225,37.002
226,37.833
227,32.013
228,27.440
229,36.586
230,30.350
231,42.407
232,29.934
233,34.092
234,26.192
235,35.339
236,43.238
237,39.496
238,34.507
239,54.879
240,27.440
241,28.271
242,29.103
