 ,Area
1,53.216
2,99.780
3,57.789
4,128.883
5,39.081
6,32.844
7,46.980
8,46.148
9,86.892
10,51.553
11,29.934
12,40.328
13,30.350
14,39.912
15,41.991
16,52.385
17,28.687
18,52.385
19,88.555
20,54.048
21,41.575
22,42.822
23,38.249
24,36.586
25,39.496
26,34.923
27,31.181
28,41.575
29,32.013
30,38.249
31,52.800
32,30.350
33,62.363
34,38.249
35,48.643
36,33.260
37,41.575
38,32.429
39,46.564
40,43.654
41,49.890
42,39.912
43,101.859
44,56.542
45,25.361
46,49.474
47,34.092
48,66.104
49,32.844
50,25.361
51,37.418
52,61.531
53,66.936
54,59.868
55,39.081
56,47.396
57,46.148
58,54.463
59,51.553
60,35.755
61,58.621
62,36.586
63,83.566
64,39.081
65,60.700
66,93.128
67,41.159
68,32.429
69,58.621
70,44.901
71,34.923
72,42.407
73,45.733
74,98.533
75,74.835
76,41.575
77,38.665
78,82.734
79,85.645
80,117.242
81,63.194
82,44.070
