 ,Area
1,150.917
2,128.467
3,77.745
4,128.051
5,173.784
6,141.355
7,86.060
8,87.308
9,155.906
10,123.478
11,158.817
12,107.264
13,142.187
14,123.478
15,195.818
16,137.198
