 ,Area
1,166.300
2,255.271
3,175.447
4,131.377
5,133.456
6,152.165
7,121.815
8,98.949
9,126.388
10,115.579
11,93.960
12,101.443
13,125.557
14,111.837
15,115.994
16,175.031
17,133.456
18,301.003
19,113.916
20,77.745
21,112.668
